"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"DATA GERAÇÃO CERTIFICADO";"DATA VALIDADE CERTIFICADO";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"LINGUAS";"QUANTIDADE"
"AUTOCUUPER TRANSPORTADORA E SERVIÇOS LTDA-ME";"AUTOCUUPER TRANSPORTADORA E SERVIÇOS";"16.433.330/0001-00";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";21351010;"RJ";"Rio de Janeiro";"Madureira";"RUA MARIA FREITAS Nº96 SALA 404";"(21) 2452-1943";"(21) 2452-1943";"autocooper.rj@gmail.com";"";"www.autocuuper.com.br";"04/04/2014";"04/04/2016";"19.062554.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"("""")";2
"AUTOLOCADORA NOROESTE LTDA - ME";"AUTOLOCADORA NOROESTE";"04.522.648/0001-89";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";98920000;"RS";"Horizontina";"Horizontina";"R URUGUAI 773 - CENTRO";"(55) 3537-3940";"";"somar@somarsc.com.br";"";"";"01/03/2016";"01/03/2018";"23.076945.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"("""")";13
"AVANCAR LOCADORA, TRANSPORTE E TURISMO LTDA-ME";"AVANCAR LOCADORA, TRANSPORTE E TURISMO";"20.096.025/0001-48";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";22021040;"RJ";"Rio de Janeiro";"Copacabana";"RUA REPÚBLICA DO PERU, 362 APTº 102";"(21) 2201-8505";"(21) 2501-2363";"leokorten@gmail.com";"";"";"29/05/2014";"29/05/2016";"19.063756.85.0001-5";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 7711-0/00-LOCADORA DE AUTOS (Secundário)";"(""Nenhuma das Opções"")";5
"AVF3 LOCADORA DE VEÍCULOS LTDA - ME";"AVF3 LOCADORA DE VEÍCULOS LTDA - ME";"15.139.810/0001-09";"Sociedade Empresária";"04/02/1998";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";32400000;"MG";"Ibirité";"Ibirité";"RUA DUVAL DE BARROS 917 SLJ";"(31) 3492-2676";"";"financeiro3a@gmail.com.br";"";"";"05/02/2016";"05/02/2018";"11.076516.85.0001-1";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";5
"AZUL TRANSPORTES E TURISMO LTDA";"AZUL LOCADORA";"10.764.533/0001-01";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";4773000;"SP";"São Paulo";"Veleiros";"AV CORONEL OCTAVIANO DE FREITAS COSTA, N° 253 ";"(11) 3439-7700";"(11) 5933-3953";"contato@azullocadora.com.br";"";"www.azullocadora.com.br";"08/03/2016";"08/03/2018";"26.060102.85.0001-3";"4929-9/01-ÔNIBUS MUNICIPAL COM MOTORISTA; LOCAÇÃO DE (Secundário), 4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário), 7719-5/99-MOTOCICLETAS; LOCAÇÃO DE, ALUGUEL DE (Secundário), 4923-0/02-ALUGUEL DE AUTOMÓVEIS COM CONDUTOR, MUNICIPAL (Secundário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário)";"(""Inglês,Espanhol"")";3
"AZUL TRANSPORTES E TURISMO LTDA";"AZUL LOCADORA";"10.764.533/0001-01";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";4773000;"SP";"São Paulo";"Veleiros";"AV CORONEL OCTAVIANO DE FREITAS COSTA, N° 253 ";"(11) 3439-7700";"(11) 5933-3953";"contato@azullocadora.com.br";"";"www.azullocadora.com.br";"08/03/2016";"08/03/2018";"26.060102.85.0001-3";"4929-9/01-ÔNIBUS MUNICIPAL COM MOTORISTA; LOCAÇÃO DE (Secundário), 4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário), 7719-5/99-MOTOCICLETAS; LOCAÇÃO DE, ALUGUEL DE (Secundário), 4923-0/02-ALUGUEL DE AUTOMÓVEIS COM CONDUTOR, MUNICIPAL (Secundário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário)";"(""Inglês,Espanhol"")";7
"AZUL TRANSPORTES E TURISMO LTDA";"AZUL LOCADORA";"10.764.533/0001-01";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";4773000;"SP";"São Paulo";"Veleiros";"AV CORONEL OCTAVIANO DE FREITAS COSTA, N° 253 ";"(11) 3439-7700";"(11) 5933-3953";"contato@azullocadora.com.br";"";"www.azullocadora.com.br";"08/03/2016";"08/03/2018";"26.060102.85.0001-3";"4929-9/01-ÔNIBUS MUNICIPAL COM MOTORISTA; LOCAÇÃO DE (Secundário), 4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário), 7719-5/99-MOTOCICLETAS; LOCAÇÃO DE, ALUGUEL DE (Secundário), 4923-0/02-ALUGUEL DE AUTOMÓVEIS COM CONDUTOR, MUNICIPAL (Secundário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário)";"(""Inglês,Espanhol"")";15
"B A D DE BARROS- VEICULOS";"NOSSA REDE ALUGUEL DE CARROS";"14.309.146/0001-28";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";36900000;"MG";"Manhuaçu";"Manhuaçu";"RUA DESEMBARGADOR ALONSO  STARLING 38 C";"(33) 3331-6286";"";"indianarentcar@bol.com.br";"";"";"29/05/2015";"29/05/2017";"11.054471.85.0001-1";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Espanhol)";10
"B&L  SERVIÇOS E LOCAÇÕES LTDA-ME";"B&L  SERVIÇOS E LOCAÇÕES LTDA-ME";"21.334.948/0001-53";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";29016095;"ES";"Vitória";"Centro";"RUA DO ROSÁRIO, 78-  SALA  51";"(27) 3376-5211";"";"rosario_alex@yahoo.com.br";"";"";"23/03/2016";"23/03/2018";"08.077542.85.0001-8";"7912-1/00-ORGANIZADORES DE VIAGEM; SERVIÇOS DE (Secundário), 7912-1/00-OPERAÇÕES DE VIAGEM; SERVIÇOS DE (Secundário), 4929-9/02-ALUGUEL DE AUTOMÓVEIS COM CONDUTOR, INTERMUNICIPAL, INTERESTADUAL, INTERNACIONAL (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário), 7711-0/00-LOCADORA DE AUTOS (Secundário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário)";"(Francês)";1
"BACK RENT A CAR LTDA EPP";"BACK RENT A CAR LTDA EPP";"02.429.776/0001-57";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";88080000;"SC";"Florianópolis";"Coqueiros";"AV ENGENHEIRO MAX DE SOUZA, 844";"(48) 3228-6666";"(48) 3241-8697";"paulo@backrentacar.com.br";"jenefer@backrentacar.com.br";"www.backrentacar.com.br";"05/01/2016";"05/01/2018";"24.075964.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Espanhol)";5
"BACK RENT A CAR LTDA EPP";"BACK RENT A CAR LTDA EPP";"02.429.776/0001-57";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";88080000;"SC";"Florianópolis";"Coqueiros";"AV ENGENHEIRO MAX DE SOUZA, 844";"(48) 3228-6666";"(48) 3241-8697";"paulo@backrentacar.com.br";"jenefer@backrentacar.com.br";"www.backrentacar.com.br";"05/01/2016";"05/01/2018";"24.075964.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Espanhol)";7
"BACK RENT A CAR LTDA EPP";"BACK RENT A CAR LTDA EPP";"02.429.776/0001-57";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";88080000;"SC";"Florianópolis";"Coqueiros";"AV ENGENHEIRO MAX DE SOUZA, 844";"(48) 3228-6666";"(48) 3241-8697";"paulo@backrentacar.com.br";"jenefer@backrentacar.com.br";"www.backrentacar.com.br";"05/01/2016";"05/01/2018";"24.075964.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Espanhol)";71
"BARCEL LINE RENT A CAR LTDA - ME";"BARCEL LINE RENT A CAR";"09.342.738/0001-01";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";64002600;"PI";"Teresina";"Primavera";"AV. DUQUE DE CAXIAS Nº2448";"(86) 3084-1044";"";"reservas@barcelline.co.br";"";"";"18/03/2016";"18/03/2018";"17.077394.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Inglês)";1
"BASTUR AUTOLOCADORA LTDA";"BASTUR AUTOLOCADORA LTDA-ME";"18.800.652/0001-76";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";29065020;"ES";"Vitória";"Mata da Praia";"AV: ROZENDO SERAPIÃO DE SOUZA FILHO,691-SALA 03";"(27) 3225-4682";"(27) 99870-1707";"bastur@outlook.com";"";"";"23/06/2016";"23/06/2018";"08.063994.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário)";"(""Nenhuma das Opções"")";1
"BATUR - BAHIA TRANSPORTES E TURISMO EIRELI";"USE TAXI";"04.849.689/0001-84";"Empresa Individual (EIRELI)";"27/12/2001";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";40335000;"BA";"Salvador";"Pero Vaz";"RUA PERO VAZ, 355, 1º ANDAR";"(71) 3386-7777";"(71) 3351-6824";"usetaxi@salvador.com.br";"iff@lognet.com.br";"WWW.USETAXISALVADOR.COM.BR";"19/03/2015";"19/03/2017";"05.035146.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";1
"BATUR - BAHIA TRANSPORTES E TURISMO EIRELI";"USE TAXI";"04.849.689/0001-84";"Empresa Individual (EIRELI)";"27/12/2001";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";40335000;"BA";"Salvador";"Pero Vaz";"RUA PERO VAZ, 355, 1º ANDAR";"(71) 3386-7777";"(71) 3351-6824";"usetaxi@salvador.com.br";"iff@lognet.com.br";"WWW.USETAXISALVADOR.COM.BR";"19/03/2015";"19/03/2017";"05.035146.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";2
"BATUR - BAHIA TRANSPORTES E TURISMO EIRELI";"USE TAXI";"04.849.689/0001-84";"Empresa Individual (EIRELI)";"27/12/2001";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";40335000;"BA";"Salvador";"Pero Vaz";"RUA PERO VAZ, 355, 1º ANDAR";"(71) 3386-7777";"(71) 3351-6824";"usetaxi@salvador.com.br";"iff@lognet.com.br";"WWW.USETAXISALVADOR.COM.BR";"19/03/2015";"19/03/2017";"05.035146.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";14
"BAVEL BATISTA VEICULOS LTDA";"BAVEL LOCADORA DE VEICULOS";"30.955.264/0001-60";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";29215002;"ES";"Guarapari";"Muquiçaba";"ROD JONES DOS SANTOS NEVES 270";"(27) 3261-3636";"";"autopostoverao@gmail.com";"";"";"17/12/2015";"17/12/2017";"08.075756.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";2
"BAVEL BATISTA VEICULOS LTDA";"BAVEL LOCADORA DE VEICULOS";"30.955.264/0001-60";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";29215002;"ES";"Guarapari";"Muquiçaba";"ROD JONES DOS SANTOS NEVES 270";"(27) 3261-3636";"";"autopostoverao@gmail.com";"";"";"17/12/2015";"17/12/2017";"08.075756.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";18
"BENADUCCI LOCAÇÃO DE VEÍCULOS LTDA - ME";"LOCBEN LOCACAO";"17.872.877/0001-75";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";15825000;"SP";"Paraíso";"Paraíso";"RUA PARA, 251";"(17) 3567-1105";"";"locaben@r7.com";"";"";"23/11/2015";"23/11/2017";"26.075184.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7719-5/99-TRAILERS SEM CONDUTOR; LOCAÇÃO DE, ALUGUEL DE (Secundário)";"(""Nenhuma das Opções"")";3
"BENEDITO EURIPEDES DA SILVA";"HOSPEDAGEM BRASÍLIA .COM.BR";"01.085.209/0001-68";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";70640085;"DF";"Cruzeiro";"Cruzeiro Velho";"SRE/S QD. 03 BLOCO H CASA 51/57";"(61) 3465-2217";"(61) 6675-1475";"ebshotel@gmail.com";"";"";"09/06/2015";"09/06/2017";"07.071364.85.0001-5";"8230-0/01-SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS (Primário), 4929-9/01-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Inglês,Espanhol"")";1
"BENEDITO EURIPEDES DA SILVA";"HOSPEDAGEM BRASÍLIA .COM.BR";"01.085.209/0001-68";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";70640085;"DF";"Cruzeiro";"Cruzeiro Velho";"SRE/S QD. 03 BLOCO H CASA 51/57";"(61) 3465-2217";"(61) 6675-1475";"ebshotel@gmail.com";"";"";"09/06/2015";"09/06/2017";"07.071364.85.0001-5";"8230-0/01-SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS (Primário), 4929-9/01-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Inglês,Espanhol"")";6
"BENETOUR TRANSPORTES LTDA - ME";"BENETOUR TRANSPORTES LTDA - ME";"07.339.998/0001-00";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";13390000;"SP";"Rio das Pedras";"Rio das Pedras";"R. FERNANDO COSTA, 439 B";"(19) 3434-6611";"";"organizacao.anglo@ig.com.br";"";"";"16/02/2016";"16/02/2018";"26.062144.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";2
"BERNARDES LOCADORA DE VEICULOS LTDA-ME";"BERNARDES LOCADORA";"10.849.298/0001-62";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";21911550;"RJ";"Rio de Janeiro";"Freguesia (Ilha do Governador)";"RUA TREMEMBE, 301";"(21) 7824-9850";"(21) 3366-8769";"bernardes.locadora@terra.com.br";"";"";"20/10/2015";"20/10/2017";"19.056645.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Inglês,Espanhol"")";2
"BERTI & MOURA LTDA - ME";"BERTI TOUR";"05.551.363/0001-39";"Sociedade Empresária";"18/03/2003";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";79006320;"MS";"Campo Grande";"Jardim Jacy";"AV. DONA OTILIA BARCELOS, 567";"(67) 3026-7884";"";"maykon_berti@hotmail.com";"";"";"27/01/2016";"27/01/2018";"12.033181.85.0001-1";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";3
"BETO SERVIÇOS DE TRANSPORTES - EIRELI - ME";"BETO TOUR TRANSPORTES";"18.404.787/0001-12";"Empresa Individual (EIRELI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";81050500;"PR";"Curitiba";"Novo Mundo";"RUA GENERAL POTIGUARA, 487 - 2º ANDAR APT 24";"(41) 9673-1621";"";"betotour@betotour.com.br";"";"";"06/11/2014";"06/11/2016";"18.067356.85.0001-0";"4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(Espanhol)";1
"BEVERLY LOCADORA LTDA - ME";"BEVERLY LOCADORA LTDA - ME";"10.873.091/0001-23";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";18143775;"SP";"São Roque";"JARDIM PONTA-PORÃ";"R. GRECIA, 661";"(11) 4714-0330";"";"florisfiscal@uol.com.br";"orgfloris@uol.com.br";"";"07/04/2014";"07/04/2016";"26.062586.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";3
"BIA PRESENTES LTDA EPP";"ACHEI ! PRESENTES";"32.115.529/0001-47";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";22061020;"RJ";"Rio de Janeiro";"Copacabana";"RUA BOLIVAR Nº 80 LOJA D";"(21) 2256-2124";"";"viapedal@viapedal.com";"";"";"29/09/2015";"29/09/2017";"19.073884.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(Inglês)";1
"BIOTOUR TRANSPORTES LOCAÇÃO E TURISMO LTDA-EPP";"BIOTOUR TRANSPORTADORA TURISTICA";"08.725.336/0001-23";"Sociedade Empresária";"19/03/2007";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";20241110;"RJ";"Rio de Janeiro";"Centro";"RUA JOAQUIM SILVA, 11 SALA 904";"(21) 7830-7502";"(21) 3597-8541";"nelsonamadeu@biotour.com.br";"";"";"16/02/2016";"16/02/2018";"19.032296.85.0001-8";"4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Primário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Francês,Inglês,Italiano,Espanhol"")";1
"BLESS WAY VAN TURISMO LTDA";"BLESS WAY TURISMO";"21.526.659/0001-56";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";87505120;"PR";"Umuarama";"Jardim Tamoio";"RUA CAIOBA, 2428 JARDIM TAMOIO";"(44) 9803-1899";"";"xcharter@hotmail.com";"";"";"07/05/2015";"07/05/2017";"18.070673.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";1
"BM TUR TRANSPORTES LTDA.";"BM TUR TRANSPORTES";"03.835.558/0001-85";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";57680000;"AL";"Boca da Mata";"Boca da Mata";"RUA ELIAS ALVES, 50";"(82) 3324-5124";"(82) 3324-5124";"j.aznascimento@gmail.com";"";"";"17/08/2015";"17/08/2017";"02.043907.85.0001-0";"4929-9/4-ORGANIZAÇÃO DE EXCURSÕES EM VEÍCULOS RODOVIÁRIOS PRÓPRIOS INTERNACIONAL  (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";1
"BM TUR TRANSPORTES LTDA.";"BM TUR TRANSPORTES";"03.835.558/0001-85";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";57680000;"AL";"Boca da Mata";"Boca da Mata";"RUA ELIAS ALVES, 50";"(82) 3324-5124";"(82) 3324-5124";"j.aznascimento@gmail.com";"";"";"17/08/2015";"17/08/2017";"02.043907.85.0001-0";"4929-9/4-ORGANIZAÇÃO DE EXCURSÕES EM VEÍCULOS RODOVIÁRIOS PRÓPRIOS INTERNACIONAL  (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";2
"BM TUR TRANSPORTES LTDA.";"BM TUR TRANSPORTES";"03.835.558/0001-85";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";57680000;"AL";"Boca da Mata";"Boca da Mata";"RUA ELIAS ALVES, 50";"(82) 3324-5124";"(82) 3324-5124";"j.aznascimento@gmail.com";"";"";"17/08/2015";"17/08/2017";"02.043907.85.0001-0";"4929-9/4-ORGANIZAÇÃO DE EXCURSÕES EM VEÍCULOS RODOVIÁRIOS PRÓPRIOS INTERNACIONAL  (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";3
"BOMBINHAS TUR E TRANSPORTE LTDA - ME";"BOMBINHAS TUR";"13.808.750/0001-36";"Sociedade Empresária";"01/08/2009";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";88215000;"SC";"Bombinhas";"Bombinhas";"AVENIDA VEREADOR MANOEL JOSÉ DOS SANTOS";"(47) 3369-0303";"";"marcio@bombinhastur.com.br";"";"www.bombinhastur.com.br";"13/07/2015";"13/07/2017";"24.042681.85.0001-2";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Inglês,Espanhol"")";8
"BONVENON LOCADORA TRANSPORTE E TURISMO LTDA - ME";"BONVENON LOCADORA";"23.083.885/0001-35";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";21050144;"RJ";"Rio de Janeiro";"Bonsucesso";"AV. DOS DEMOCRATICOS, N° 870 - APT 101 CAS XXXI";"(21) 97840-5521";"";"ascoonsultoria@gmail.com";"";"";"29/10/2015";"29/10/2017";"19.074662.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";2
"BOSQUE CAR SERVIÇOS LTDA - ME";"BOSQUE CAR";"10.864.418/0001-09";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";78050090;"MT";"Cuiabá";"Bosque da Saúde";"RUA DAS PEROLAS, Nº 07, QUADRA 20";"(65) 3642-7500";"(65) 8114-1020";"bosque.car@hotmail.com";"";"";"05/03/2015";"05/03/2017";"13.069424.85.0001-1";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";30
"BRA LOCADORA E TURISMO LTDA";"BRA LOCADORA E TURISMO";"11.480.605/0001-43";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";54520535;"PE";"Cabo de Santo Agostinho";"COHAB";"RUA PAULO MANOEL DA CUNHA, 006. LOJA H, COHAB - CABO DE SANTO AGOSTINHO - PE";"(81) 3102-8708";"";"edvaldonascimentons@gmail.com";"";"";"03/11/2015";"03/11/2017";"16.074727.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";25
"BRANDAO LOCADORA DE VEICULOS LTDA ME";"DIDIM TOUR";"02.447.098/0001-55";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";28360000;"RJ";"Bom Jesus do Itabapoana";"Bom Jesus do Itabapoana";"RUA AUGUSTO CAMPOS 282 - ANEXO";"(22) 3831-4176";"(22) 9949-3508";"didimtour@hotmail.com";"";"";"18/12/2014";"18/12/2016";"19.051722.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";2
"BRASIL CENTRAL SERVIÇOS LTDA";"VISTA ALUGUEL DE CARROS";"07.929.125/0001-40";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";75701410;"GO";"Catalão";"Setor Central";"RUA FREDERICO CAMPOS, 570 A";"(64) 3411-5800";"";"loja.ctl@locarx.com.br";"";"";"25/06/2014";"25/06/2016";"09.064355.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4923-0/02-AUTOMÓVEIS COM MOTORISTA, MUNICIPAL; LOCAÇÃO DE (Secundário)";"(""Nenhuma das Opções"")";6
"BRASIL CENTRAL SERVIÇOS LTDA";"VISTA ALUGUEL DE CARROS";"07.929.125/0001-40";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";75701410;"GO";"Catalão";"Setor Central";"RUA FREDERICO CAMPOS, 570 A";"(64) 3411-5800";"";"loja.ctl@locarx.com.br";"";"";"25/06/2014";"25/06/2016";"09.064355.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4923-0/02-AUTOMÓVEIS COM MOTORISTA, MUNICIPAL; LOCAÇÃO DE (Secundário)";"(""Nenhuma das Opções"")";18
