"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"DATA GERAÇÃO CERTIFICADO";"DATA VALIDADE CERTIFICADO";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"CAPACIDADE DE LUGARES";"LINGUAS"
"COMIDA & ARTE LTDA - ME";"COMIDA & ARTE";"23.186.660/0001-04";"Sociedade Empresária";"";"Microempresa";"Em Implantação";"Restaurantes, Cafeterias e Bares";"Restaurante";70865550;"DF";"Brasília";"Asa Norte";"QD. CLN 410 BLOCO E LOJA 09 ";"(61) 3201-8899";"";"alimacta@gmail.com";"";"";"29/09/2015";"29/09/2017";"07.073851.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";100;"(""Nenhuma das Opções"")"
"COMIDA QUENTE COMÉRCIO DE ALIMENTOS LTDA - ME";"COMIDA QUENTE RESTAURANTE GRILL";"19.812.448/0001-38";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";85810080;"PR";"Cascavel";"Centro";"RUA CARLOS DE CARVALHO, 4172";"(45) 3035-2775";"";"dozze__@hotmail.com";"";"";"13/05/2016";"13/05/2018";"18.078528.15.0001-7";"5611-2/01-A QUILO; SERVIÇO DE ALIMENTAÇÃO (Primário)";128;"(""Inglês,Italiano"")"
"COMPANHIA DO SALGADO LTDA ME";"ACL DOCE SABOR";"12.374.221/0001-09";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";74075470;"GO";"Goiânia";"Setor Aeroporto";"RUA 31 A, QD 26 A, LT 27 E CHAVE 31-183, Nº 43 ";"(62) 8153-4643";"";"positivacontabil@hotmail.com";"";"";"28/09/2015";"28/09/2017";"09.073811.15.0001-4";"5611-2/03-LANCHONETE; SERVIÇO DE ALIMENTAÇÃO (Primário)";40;"(""Nenhuma das Opções"")"
"CONFEITARIA COMPASUL LTDA - ME";"BARONESA";"00.193.508/0001-53";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Similar";79990000;"MS";"Amambaí";"Amambaí";"AV PEDRO MANVAILER, 2431";"(67) 3481-1367";"(67) 3481-4137";"baronesapp@superig.com.br";"";"";"11/11/2014";"11/11/2016";"12.067456.15.0001-7";"5611-2/03-CASA DE DOCES E SALGADOS; SERVIÇO DE ALIMENTAÇÃO (Secundário)";40;"(""Nenhuma das Opções"")"
"CONFEITARIA E ROTISSERIA D'ITALIA LTDA - ME";"CONFEITARIA E ROTISSERIA D'ITALIA";"09.137.309/0001-00";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78360000;"MT";"Campo Novo do Parecis";"Campo Novo do Parecis";"AV MATO GROSSO, 912, CENTRO";"(65) 3382-2333";"";"ditaliacnp@hotmail.com";"";"";"02/09/2015";"02/09/2017";"13.073218.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";100;"(""Nenhuma das Opções"")"
"CONFEITARIA E SORVETERIA COLANDY LTDA - ME";"LANCHONETE COLANDY";"25.023.706/0001-08";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Similar";74040010;"GO";"Goiânia";"Setor Central";"AV. ANHANGUERA, 4810 - SALA 1A - CENTRO";"(62) 3223-3141";"";"panificadoracolandy@hotmail.com";"";"";"19/11/2015";"19/11/2017";"09.075147.15.0001-8";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário)";30;"(""Nenhuma das Opções"")"
"CONSTRUTORA RIBEIRO & NEGRELLI LTDA";"RESTAURANTE SABOR DE MINAS";"18.191.942/0001-60";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";69945000;"AC";"Acrelândia";"Acrelândia";"RUA SEBASTIÃO BOCALOM RODRIGUES JUNIOR-392-CENTRO";"(68) 9989-1168";"(68) 9923-4559";"chistianegrelli@hotmail.com";"";"";"28/07/2016";"28/07/2018";"01.064854.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Secundário)";80;"(""Nenhuma das Opções"")"
"CONVENIENCIA E PETISCARIA MONTANA LTDA - ME";"MONTANA CONVENIENCIA E PETISCARIA";"22.220.352/0001-95";"Sociedade Empresária";"03/06/1995";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";78830000;"MT";"Dom Aquino";"Dom Aquino";"RUA MARECHAL RONDON, 72, CENTRO";"(66) 3451-1522";"(66) 9603-0859";"garcialima.cont@brturbo.com.br";"";"";"20/07/2015";"20/07/2017";"13.072240.15.0001-9";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário)";150;"(""Nenhuma das Opções"")"
"CONVÉS POUSADA LTDA - EPP";"CONVÉS POUSADA";"23.889.634/0001-42";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";57180000;"AL";"Barra de São Miguel";"Barra de São Miguel";"R. IRAILDO SOUZA VILLELA, 86";"(82) 99335-8144";"";"neidoca.calazans@hotmail.com";"";"";"21/03/2016";"21/03/2018";"02.076714.15.0001-1";"5590-6/99-DORMITÓRIO; SERVIÇO DE ALOJAMENTO (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário), 5611-2/02-BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS (Secundário), 5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário)";40;"(""Nenhuma das Opções"")"
"COOPERATIVA DE TURISMO E ARTESANATO DA FLORESTA-TURIARTE";"TURIARTE";"22.939.167/0001-55";"Cooperativa";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";68040050;"PA";"Santarém";"Aldeia";"AV. MENDONÇA FURTADO, 3979. SALA Ç. LIBERDADE";"(93) 3067-8000";"";"turiarteamazonia@gmail.com";"";"";"15/03/2016";"15/03/2018";"14.077268.15.0001-4";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";21;"(""Nenhuma das Opções"")"
"CORDEIRO SANTOS & TOLEDO LTDA - ME";"BOI LINDOIA & CIA";"21.499.696/0001-12";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";30720420;"MG";"Belo Horizonte";"Padre Eustáquio";"RUA AQUIDABAN 659";"(31) 3789-0029";"";"boilindoia@gmail.com";"";"";"10/03/2015";"10/03/2017";"11.069503.15.0001-6";"5611-2/02-BAR COM SERVIÇO COMPLETO; SERVIÇO DE ALIMENTAÇÃO (Secundário)";300;"(""Nenhuma das Opções"")"
"CORSETTI E CORSETTI RESTAURANTE LTDA EPP";"JERICÓ RESTAURANTE E PETISCARIA";"17.512.544/0001-35";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";71900100;"DF";"Taguatinga";"Norte (Águas Claras)";"AVENIDAS DAS CASTANHEIRAS LOTE 05 LOJA 30/30A";"(61) 3568-6387";"";"fecontabilidade.df@gmail.com";"";"";"17/06/2015";"17/06/2017";"07.071541.15.0001-4";"5611-2/01-A KILO; ALIMENTAÇÃO, COMIDA, REFEIÇÃO (Primário)";200;"(""Nenhuma das Opções"")"
"COSTA VAZ COMERCIO DE ALIMENTOS LTDA";"BOB'S";"11.673.384/0001-20";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Similar";79002073;"MS";"Campo Grande";"Centro";"AV AFONSO PENA 2535";"(67) 3044-0008";"(67) 9283-5722";"catarina.rh@bobsms.com.br";"";"";"25/09/2015";"25/09/2017";"12.043644.15.0001-1";"5611-2/03-FAST-FOOD; SERVIÇO DE ALIMENTAÇÃO (Primário)";70;"(""Nenhuma das Opções"")"
"COSTCHELARIA - DEGUSTAÇÃO DE COSTELAS LTDA - ME";"COSTCHELARIA - DEGUSTAÇÃO DE COSTELAS";"23.056.700/0001-01";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79020081;"MS";"Campo Grande";"Centro";"R. ESPIRITO SANTO, 726";"(67) 3044-0423";"(67) 99827-2090";"rodrigo.zirr@gmail.com";"";"";"17/09/2015";"17/09/2017";"12.073555.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";120;"(""Inglês,Espanhol"")"
"COSTELÃO DO GAUCHO BAR E RESTAURANTE LTDA - ME";"COSTELÃO GAUCHO";"08.629.949/0001-67";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";74870230;"GO";"Goiânia";"Conjunto Fabiana";"AV. SENHOR DO BONFIM Nº 17 QD. 05 LT. 08 CONJUNTO FABIANA";"(62) 3251-8671";"";"fernando@congelcontabilidade.com.br";"";"";"01/12/2015";"01/12/2017";"09.075398.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Secundário), 5611-2/02-BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS (Secundário)";100;"(""Nenhuma das Opções"")"
"CR DE ALMEIDA DIAS & DIAS LTDA - ME";"NOSSA SENHORA DE COPACABANA";"06.040.153/0001-49";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Similar";79302110;"MS";"Corumbá";"Centro";"RUA PORTO CARREIRO, S/N TERMINAL ROD. MUNICIPAL";"(67) 3231-7480";"";"c.r.almeidadias@hotmail.com";"";"";"06/07/2015";"06/07/2017";"12.055073.15.0001-3";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário)";50;"(Espanhol)"
"CREMILSON CARLOS ATAIDE VIANA 71347151249";"POUSADA DAS ÁGUIAS";"20.457.593/0001-27";"Microempreendedor Individual (MEI)";"";"Mei";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";66913010;"PA";"Belém";"Chapéu Virado (Mosqueiro)";"AVENIDA BEIRA MAR, Nº 4588";"(91) 98909-1986";"";"pousada.dasaguias@outlook.com.br";"";"";"28/12/2015";"28/12/2017";"14.075870.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Secundário), 5590-6/03-PENSÃO; SERVIÇO DE ALOJAMENTO (Secundário)";250;"("""")"
"CREPERIA LA COQUILLE LTDA - ME";"PANCHO CHILLI GRILL MEXICANO E LA COQUILLE CREPERIA";"06.927.458/0001-77";"Sociedade Empresária";"30/07/2004";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";88215000;"SC";"Bombinhas";"Bombinhas";"VER MANOEL DOS SANTOS 450";"(47) 3366-5950";"";"leila@ewlbrindes.com.br";"";"";"13/07/2015";"13/07/2017";"24.035070.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";0;"(""Francês,Inglês,Espanhol"")"
"CRISTIANE SOUSA LIMA GOMES & CIA LTDA -EPP";"PIZZA 10 +";"05.624.626/0001-92";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79200000;"MS";"Aquidauana";"Aquidauana";"AV. DR. SABINO DO PATROCINIO, 429, LOTE A QUADRA 269";"(67) 3241-7150";"";"acacia.contabilidadefiscal@gmail.com";"";"";"27/08/2015";"27/08/2017";"12.047691.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";150;"(""Nenhuma das Opções"")"
"CRISTIANO ALVES RICARTE 07728265792";"SITIO TOINZE";"15.674.697/0001-53";"Microempreendedor Individual (MEI)";"";"Mei";"Em Operação";"Restaurantes, Cafeterias e Bares";"Similar";29390000;"ES";"Iúna";"Iúna";"CORREGO DA FIGUEIRA,S/Nº, ZONA RURAL, ESTRADA IUNA";"(28) 99995-9686";"";"sitiotoinze@hotmail.com";"";"";"31/08/2016";"31/08/2018";"08.064930.15.0001-4";"5611-2/01-GELATERIA; SERVIÇO DE ALIMENTAÇÃO (Secundário), 5611-2/01-RESTAURANTE COM SERVIÇO COMPLETO (Secundário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";300;"(""Nenhuma das Opções"")"
"CRISWINSKI COMERCIO DE PIZZAS E MASSAS PRÉ ASSADOS LTDA - ME";"REDE LEVE PIZZA PRÉ-ASSADAS";"15.337.148/0001-93";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Similar";78030400;"MT";"Cuiabá";"Cidade Alta";"AV.AGRICOLA PAES DE BARROS, 1444";"(65) 3634-0199";"";"cuiaba.cpa@redelevepizza.com.br";"";"www.redelevepizza.com.br";"29/04/2015";"29/04/2017";"13.047623.15.0001-1";"5611-2/01-PIZZARIA COM SERVIÇO COMPLETO; SERVIÇO DE ALIMENTAÇÃO (Secundário)";30;"(""Francês,Espanhol"")"
"CROISSANTERIE ALIMENTAÇÃO LTDA - ME";"CROISSANTERIE";"26.463.976/0001-94";"Sociedade Empresária";"17/01/1991";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";70874520;"DF";"Brasília";"Asa Norte";"SHCN 215 BLOCO B LOJA 21";"(61) 3965-7711";"";"lbassul@ig.com.br";"chicapassos@ig.com.br";"WWW.CROISSANTERIE.COM.BR";"30/12/2014";"30/12/2016";"07.033245.15.0001-1";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário)";70;"(""Nenhuma das Opções"")"
"CULAU & CIA LTDA - EPP";"DOLCE CAFÉ";"12.481.125/0001-60";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79300002;"MS";"Corumbá";"Centro";"RUA FREI MARIANO, 572";"(67) 3232-7333";"";"julianemoreno@bb.com.br";"";"";"07/12/2015";"07/12/2017";"12.060156.15.0001-9";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário)";200;"(""Nenhuma das Opções"")"
"CUNHA & BORGES LTDA - ME";"CUNHA & BORGES LTDA - ME";"01.049.992/0001-04";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Similar";79290000;"MS";"Bonito";"Bonito";"RUA CEL PILAD REBUA, 1852";"(67) 3255-1283";"";"escrita@asteccontabil.com";"";"";"20/10/2015";"20/10/2017";"12.074422.15.0001-9";"5611-2/02-BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS (Primário)";40;"(Espanhol)"
"CUNHA DA CAMARA ALIMENTOS";"BOB'S  SHOPPING RIO VERDE";"12.560.004/0002-94";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";75903290;"GO";"Rio Verde";"Jardim Goiás";"AV.PRESIDENTE VARGAS N 1740 Q 14";"(64) 3621-3100";"";"reverva@hotelvitoriaregia.com.br";"";"";"07/08/2014";"07/08/2016";"09.065374.15.0002-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";30;"("""")"
"CUNHA DA CAMARA ALIMENTOS LTDA-ME";"CUNHA DA CAMARA ALIMENTOS";"12.560.004/0001-03";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";75901290;"GO";"Rio Verde";"Setor Central";"RUA RAFAEL NASCIMENTO ";"(64) 3621-3100";"";"reserva@hotelvitoriaregia.com.br";"";"";"07/08/2014";"07/08/2016";"09.065373.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";30;"("""")"
"CUNHA DA CAMARA ALIMENTOS LTDA -ME";"BOB'S HAVANA";"12.560.004/0003-75";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";75908420;"GO";"Rio Verde";"Jardim Presidente";"AV. PRESIDENTE VARGAS S/N QD 26 LT A2 BOXE 3 ";"(64) 3621-3100";"";"reserva@hotelvitoriaregia.com.br";"";"";"07/08/2014";"07/08/2016";"09.065375.15.0003-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";30;"("""")"
"CUNHA DA CAMARA ALIMENTOS LTDA ME";"BOB´S QUIOSQUE BURITI";"12.560.004/0004-56";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";75901900;"GO";"Rio Verde";"Setor Central";"R O N 1044 QUIOSQUE 04 BURITI SHOPP ";"(64) 3611-4131";"(64) 3621-3100";"reserva@hotelvitoriaregia.com.br";"";"";"08/08/2014";"08/08/2016";"09.065376.15.0004-9";"5611-2/01-RESTAURANTES E SIMILARES (Secundário)";30;"("""")"
"CUNHADA CAMARA ALIMENTOS LTDA -ME";"BOB´S BURITI";"12.560.004/0005-37";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";75901900;"GO";"Rio Verde";"Setor Central";"R O 1044 LJ 166 BURITI SHOPP";"(64) 3611-4131";"";"reserva@hotelvitiria.com.br";"";"";"08/08/2014";"08/08/2016";"09.065377.15.0005-3";"5611-2/01-RESTAURANTES E SIMILARES (Secundário)";30;"("""")"
"D' FAROBAR E RESTAURANTE LTDA - ME";"D' FARO BAR E RESTAURANTE";"20.919.158/0001-77";"Sociedade Empresária";"";"Microempresa";"Em Implantação";"Restaurantes, Cafeterias e Bares";"Restaurante";49037120;"SE";"Aracaju";"Atalaia";"RUA DEPUTADO CLOVIS ROLEMBERG LOTE 199 E 200";"(79) 9971-8985";"";"igordefaro@gmail.com";"";"";"26/11/2014";"26/11/2016";"25.067785.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";120;"(""Nenhuma das Opções"")"
"D A DE AZEVEDO PIZZARIA E RESTAURANTE -  ME";"PIZZARIA E RESTAURANTE TOCA DA PIZZA";"19.133.613/0001-25";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";59360000;"RN";"Parelhas";"Parelhas";"RUA 08 DE NOVEMBRO, 107, A, CENTRO";"(84) 3471-2296";"";"niedjadantas@hotmail.com";"";"";"20/04/2015";"20/04/2017";"20.070353.15.0001-9";"5611-2/01-PIZZARIA COM SERVIÇO COMPLETO; SERVIÇO DE ALIMENTAÇÃO (Primário)";30;"(""Nenhuma das Opções"")"
"D JUNQUEIRA DO AMARAL EIRELI-ME";"RESTAURANTE CASA DA VOVÓ";"19.511.494/0001-05";"Empresa Individual (EIRELI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";68537000;"PA";"Canaã dos Carajás";"Canaã dos Carajás";"RUA MOGNO, 42";"(94) 3558-1122";"";"djamaralnfe@gmail.com";"";"";"19/10/2015";"19/10/2017";"14.074386.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";120;"("""")"
"D PIANNA HOTEL LTDA - EPP";"PIANNA HOTEL";"15.522.363/0001-64";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";76880000;"RO";"Buritis";"Buritis";"AV. AYRTON SENNA, N° 1136-A BAIRRO SETOR 02";"(69) 9230-3345";"";"ad.porfirio@uol.com.br";"adm.aroldo@uol.com.br";"";"12/08/2014";"12/08/2016";"21.065471.15.0001-3";"5611-2/01-A QUILO; SERVIÇO DE ALIMENTAÇÃO (Secundário), 5510-8/01-HOTEL (Secundário)";100;"(""Nenhuma das Opções"")"
"D V S DE SOUSA EIRELI";"RESTAURANTE PARAÍSO DO ATALAIA";"15.421.543/0001-50";"Empresa Individual (EIRELI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";68721000;"PA";"Salinópolis";"Salinópolis";"RODOVIA DO ATALAIA, S/Nº PRAIA DO ATALAIA";"(91) 8863-8764";"";"setursal@gmail.com";"";"";"01/04/2016";"01/04/2018";"14.062027.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";100;"(""Nenhuma das Opções"")"
"D. A. M. MACEDO - ME";"CANTINA PANTANEIRA";"13.862.160/0001-91";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78245000;"MT";"Vila Bela da Santíssima Trindade";"Vila Bela da Santíssima Trindade";"AV. DR. MARIO CORREA, S/N, CENTRO";"(65) 3259-1414";"";"danilomacedo2689@gmail.com";"";"";"11/05/2016";"11/05/2018";"13.078479.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";60;"(Espanhol)"
"D. BOMBIERI LANCHONETE - ME";"ESPETO MANIA";"02.700.127/0001-49";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78360000;"MT";"Campo Novo do Parecis";"Campo Novo do Parecis";"RUA SAO PAULO, 1393";"(65) 3382-2486";"";"espetomania1@gmail.com";"";"";"11/05/2016";"11/05/2018";"13.078484.15.0001-1";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário)";80;"(""Nenhuma das Opções"")"
"D. DA CUNHA CASTRO - ME";"RESTAURANTE E PANIFICADORA SÃO MIGUEL";"07.509.543/0001-88";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";68721000;"PA";"Salinópolis";"Salinópolis";"RUA JOÃO PESSOA, Nº 2465";"(91) 3423-1979";"";"edggilson@hotmail.com";"";"";"01/04/2016";"01/04/2018";"14.062019.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";52;"(""Nenhuma das Opções"")"
"D. DA SILVA SOUSA LANCHONETE-ME";"LANCHONETE ALTO ASTRAL";"15.810.140/0001-00";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Similar";68537000;"PA";"Canaã dos Carajás";"Canaã dos Carajás";"AV. WEYNE CAVALCANTE,1248 CENTRO";"(94) 99169-2967";"";"juracorretor@gmail.com";"";"";"16/06/2016";"16/06/2018";"14.079212.15.0001-8";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário)";40;"(""Nenhuma das Opções"")"
"D. J. DO PRADO - ME";"RESTAURANTE ALBA ALBANEZE";"15.790.647/0001-31";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79330030;"MS";"Corumbá";"Centro";"R. SETE DE SETEMBRO, 300";"(67) 3222-4259";"";"antonio.albaneze@hotmail.com";"";"";"25/08/2015";"25/08/2017";"12.073025.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";60;"(Espanhol)"
"D. W. S. FREITAS COMÉRCIO - EPP";"RESTAURANTE FOGÃO GOIANO";"21.346.202/0001-60";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";68795000;"PA";"Benevides";"Benevides";"RODOVIA BR-316, KM-27";"(91) 9235-8783";"(91) 3231-2811";"diegowfreitas@gmail.com";"";"";"07/07/2015";"07/07/2017";"14.071994.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";150;"(""Nenhuma das Opções"")"
"D.L RESTAURANTES LTDA-ME";"OKKAI JAPANESE N'FUSION";"19.529.461/0001-84";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";74343010;"GO";"Goiânia";"Jardim Atlântico";"AV IPANEMA 952 QD: 04 LT: 14/15 JARDIM ATLANTICO";"(62) 3575-6378";"";"okkai@outlook.com";"";"";"13/11/2015";"13/11/2017";"09.074897.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";92;"(Sérvio)"
"D.L. SALLA - ME";"CHURRASCARIA  DO GAUCHO";"06.209.799/0001-07";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";69980000;"AC";"Cruzeiro do Sul";"Cruzeiro do Sul";"RUA PEDRO TELES-163 CENTRO";"(68) 3322-1767";"(68) 9962-0953";"gauchochurrascaria@hotmail.com";"";"";"09/06/2016";"09/06/2018";"01.063547.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";80;"("""")"
"DA MATTA E PENHA COMERCIO DE ALIMENTOS  LTDA-ME";"SUBWAY";"20.138.297/0001-63";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";75908420;"GO";"Rio Verde";"Jardim Presidente";"AV PRESIDENTE VARGAS S/N QD 26 LT A2 BOX 02 JARDIM ";"(64) 8133-1122";"";"adriana_damatta@hotmail.com";"";"";"13/08/2014";"13/08/2016";"09.065512.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";92;"("""")"
"DAL CAROBO & CIA LTDA ME";"CHURASCARIA DAL CAROBO";"12.839.456/0001-29";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78579000;"MT";"Itanhangá";"Itanhangá";"AV:DEPUTADO JOSÉ GERALDO RIVA, S/N";"(66) 8445-9366";"(66) 8422-3252";"churrascariadalcarobo@gmail.com";"";"";"28/08/2014";"28/08/2016";"13.041690.15.0001-7";"5611-2/01-A KILO; ALIMENTAÇÃO, COMIDA, REFEIÇÃO (Primário), 5611-2/01-SELF-SERVICE; SERVIÇO DE ALIMENTAÇÃO (Secundário)";70;"(""Nenhuma das Opções"")"
"DALINE RESTAURANTE LTDA-ME";"DALINE RESTAURANTE";"17.236.868/0001-98";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";74223060;"GO";"Goiânia";"Setor Bueno";"AV T-10 1300 LT 10/18LJ 315 GOIANIA SHOPPING SETOR BUENO";"(62) 3336-5986";"";"dalinerestaurante@hotmail.com";"";"";"17/06/2015";"17/06/2017";"09.071560.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";56;"(""Nenhuma das Opções"")"
"DAMASIOS GRILL RESTAURANTE LTDA - EPP";"DAMASIOS GRILL";"17.474.915/0001-31";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78600000;"MT";"Barra do Garças";"Barra do Garças";"RUA GOIAS, 624, ADRA 14, LOTE 18, CENTRO";"(66) 3401-7676";"";"solucaocontab@hotmail.com";"";"";"14/08/2015";"14/08/2017";"13.072817.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";320;"(""Nenhuma das Opções"")"
"DAMUR S. DOS SANTOS";"PIZZA DA MAMA";"07.838.751/0001-20";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";69900120;"AC";"Rio Branco";"Centro";"RUA RUI BARBOSA 180-CENTRO";"(68) 3224-9374";"(68) 3222-7005";"damur_santiago@hotmail.com";"";"";"22/02/2016";"22/02/2018";"01.041153.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";200;"(Espanhol)"
