"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"LINGUAS";"QUANTIDADE"
PREMIUM VEICULOS LTDA - ME;PREMIUM RENT CAR;"06.922.950/0001-50";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;75.400.000;GO;Inhumas;Inhumas;RUA CEL JOSÉ RODRIGUES RABELO N° 1092 CENTRO;(62) 3514-8618;(62) 3514-5592;elisa_lange@hotmail.com;celsofbneto@hotmail.com;www.premiumlocadora.com;"09.053588.85.0001-3";"7711-0/00-LOCADORA DE CARROS (Primário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário)";Nenhuma das Opções;0
PRISMA AZUL LOCADORA DE VEÍCULOS LTDA - ME;PRISMA AZUL LOCADORA DE VEÍCULOS LTDA - ME;"12.257.329/0001-11";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;21.940.480;RJ;Rio de Janeiro;Jardim Guanabara;RUA UÇA Nº 760 / 302;(21) 2466-0414;(21) 2466-0414;prisma.azul@yahoo.com.br;;;"19.065535.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Espanhol ,Inglês;0
H. MATOS JUNIOR TRANSPORTE E LOCAÇÃO LTDA -ME;J.D. TRANSPORTE E LOCAÇÃO;"14.543.666/0001-09";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;8.900.000;SP;Guararema;Guararema;RUA JOSÉ BENEDITO DE FREITAS, Nº 600, SALA 01 - IPIRANGA  ;(11) 4695-2000;(11) 4693-3887;e.resolve@hotmail.com;;;"26.076648.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
CERTERCAR LOCAÇÃO E MANUTENÇÃO DE VEICULOS LTDA ME;CENTERTUR BRASIL;"04.498.080/0001-08";Sociedade Simples;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;20.560.080;RJ;Rio de Janeiro;Vila Isabel;RUA BARÃO DE SÃO FRANCISCO,448;(21) 2298-7859;(21) 2298-7859;centercartur@gmail.com;;;"19.064398.85.0001-8";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário), 4929-9/4-ORGANIZAÇÃO DE EXCURSÕES EM VEÍCULOS RODOVIÁRIOS PRÓPRIOS INTERESTADUAL  (Secundário)";Inglês;0
FERRAZ & GUEDES LTDA - ME;LOOK LOCADORA DE VEICULOS;"01.131.047/0001-57";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;79.550.000;MS;Costa Rica;Costa Rica;R. LEANDRO ORTIZ DE MENEZES, 488;(67) 3247-3555;;markinho911@hotmail.com;;;"12.071825.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
MASETTI MARTINS LOCADORA E TRANSPORTADORA LTDA-ME;GIZA RENT A CAR;"73.581.985/0001-60";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;75.690.000;GO;Caldas Novas;Caldas Novas;AV. CEL. BENTO DE GODOY, 943 QD. 28, LT.08-B CENTRO;(64) 3453-1046;;gizarentacar@hotmail.com;;;"09.078564.85.0001-1";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
R.R.COMÉRCIO DE VEICULOS LTDA;ALUGUE BRASIL;"84.327.113/0001-96";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;69.908.650;AC;Rio Branco;Bosque;AV:GETULIO VARGAS,1680-BOSQUE;(68) 3223-1700;(68) 3223-7039;aluguebrasil@riobranco.com.br;;;"01.050354.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7711-0/00-LOCADORA DE CARROS (Secundário)";Nenhuma das Opções;0
LOKARROS LOCADORA DE VEICULOS LTDA;LOKARROS;"05.293.325/0001-23";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;58.706.310;PB;Patos;São Sebastião;"AV: LIMA CAMPOS ,1559  SALA ""A""";(83) 3421-4301;;felipe_dinniz@hotmail.com;;;"15.075857.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
MUNDIAL CAR LOCADORA DE VEICULOS AUTOMOTORES E LAVAJATO;MUNDIAL CAR;"19.070.433/0001-41";Empresa Individual (EIRELI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;74.250.325;GO;Goiânia;Jardim América;AV-T-63 C/A RUA  C151 289 QD:343 LT:12 JARDIM AMERICA;(62) 3924-2993;;fazendanovaesperanca1990@hotmail.com;;;"09.070234.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
RODOVAN FRETAMENTO E LOCACAO DE VEICULOS EIRELI - ME;RODOVAN FRETAMENTO E LOCACAO DE VEICULOS EIRELI - ME;"07.203.514/0001-93";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;14.075.010;SP;Ribeirão Preto;Vila Elisa;RUA TAMBAU, 261;(16) 3969-1372;(16) 3969-1372;jeffer@rodovan.com.br;hellen@rodovan.com.br;www.rodovan.com.br;"26.068482.85.0001-7";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário)";Nenhuma das Opções;0
SOPHIA LOCACAO DE AUTOMOVEIS LTDA - ME;SOPHIA RENT A CAR;"12.440.097/0001-32";Sociedade Empresária;"26/08/2010";Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;69.735.000;AM;Presidente Figueiredo;Presidente Figueiredo;BR 174 KM 101 R 02 N 02 COND VISTA DO PARK;(92) 3618-1130;(92) 3618-1130;sophia_tur@hotmail.com;;;"03.037935.85.0001-1";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
REGINA GONÇALVES AIVY - ME;"2 R TRANSPORTES";"24.922.947/0001-18";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;79.290.000;MS;Bonito;Bonito;R. NOVA JERUSALEM, 21;(67) 9973-5447;;regina2rtransportes@hotmail.com;;;"12.079241.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Espanhol ,Inglês;0
MULTIAMERICAN SERVIÇOS LTDA.;MULTIAMERICAN SERVIÇOS LTDA.;"15.667.913/0001-33";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;22.790.704;RJ;Rio de Janeiro;BARRA DA TIJUCA;AV DAS AMERICAS, 16511, SALA 201;(21) 3298-8006;(21) 2533-4577;alexandre@multiamerican.com.br;atendimento@multiamerican.com.br;;"19.051521.85.0001-6";"7711-0/00-LOCADORA DE AUTOS (Primário), 4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário)";Espanhol;0
PRISMA VIP SERVICE LOCADORA LTDA;PRISMA VIP SERVICE LOCADORA;"06.317.597/0001-89";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;70.632.200;DF;Brasília;Zona Industrial;SAAN QUADRA 02 LOTES 1150/1160 SALA 303;(61) 3361-0999;(61) 3361-0897;diogolopes05@hotmail.com;;;"07.069382.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
PRIME PLUS LOCAÇÃO DE VEÍCULOS E TRANSPORTES TURÍSTICOS LTDA;*****************************************;"05.114.481/0001-80";Sociedade Empresária;"10/05/2002";Empresa de Médio ou Grande Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;60.165.068;CE;Fortaleza;Meireles;AV. MONSENHOR TABOSA, 1300;(85) 3265-9875;(85) 3265-9898;alugue@primeplus.com.br;licitacoes@primeplus.com.br;www.primeplus.com.br;"06.003992.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Inglês;0
S.J. BRASIL LOCADORA DE VEICULOS LTDA - ME;LOCADORA S.J. BRASIL;"07.931.050/0001-31";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;4.412.130;SP;São Paulo;Americanópolis;R EVA OSTEN, N°: 31 ;(11) 3991-1299;;sjbrasil.locadora@gmail.com;;;"26.069881.85.0001-6";"7719-5/99-TRAILERS SEM CONDUTOR; LOCAÇÃO DE, ALUGUEL DE (Secundário)";Nenhuma das Opções;0
G.R FILHO LOCADORA - ME; JKC LOCADORA ;"17.032.232/0001-24";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;2.220.290;SP;São Paulo;Vila Medeiros;R GOIANESIA, N°: 82 ;(11) 2949-9815;;genesio.rodrigues@hotmail.com;;;"26.070732.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
M BORGES REBELLO PRESTADORA DE SERVIÇOS;M BORGES LOCADORA E TURISMO;"04.364.056/0001-86";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;70.770.100;DF;Brasília;Asa Norte;STN LOTE K BLOCO III SALA 202;(61) 3526-0776;;comercial.mborges@hotmail.com;;;"07.072058.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário)";Espanhol ,Italiano ,Inglês;0
COOPERATIVA DOS FORNECEDORES DE TRANSPORTES DE PE;COOPERTRALTO;"10.803.015/0001-41";Cooperativa;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;76.560.000;GO;Alto Horizonte;Alto Horizonte;AV AVENIDA GOIAS SN QD 07 LT 01 SL 01-02-03 CENTRO;(62) 3383-3260;(62) 8120-8259;menezescontabilidade@hotmail.com;;;"09.038301.85.0001-6";"4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
MS TRANSPORTE EXECUTIVO E FRETAMENTO LTDA - ME;MS LOCADORA;"03.703.012/0001-70";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;36.773.254;MG;Cataguases;Colinas;RUA PROFESSOR ANTONIO AMARO, 400;(32) 3421-5119;(32) 3421-5119;prodacon@veloxmail.com.br;alexandreraraujo@ig.com.br;;"11.046941.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário)";Espanhol ,Inglês;0
AUTO LOCADORA NATAL LTDA - ME;AUTO LOCADORA NATAL LTDA - ME;"24.532.251/0001-85";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;59.056.000;RN;Natal;Lagoa Nova;AV SENADOR SALGADO FILHO, 1841;(84) 3206-6676;(84) 3206-6676;financeirolauto@gmail.com;lauto@lauto.com.br;www.lauto.com.br;"20.080123.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Inglês;0
ALBERTO LUCAS FILHO EIRELI- ME;ALF LOCADORA DE VEICULOS E VANS;"09.011.627/0001-12";Empresa Individual (EIRELI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;79.063.411;MS;Campo Grande;Conjunto Residencial Recanto dos Rouxinóis;RUA LILIAN SILVA SALINA, 37;(67) 3387-3547;(67) 9994-2765;alflocadora@superig.com.br;;;"12.049220.85.0001-2";"4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
GENIVALDO ALVES BARROS - ME;BARROS TRANSPORTES;"22.504.214/0001-38";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;79.290.000;MS;Bonito;Bonito;RUA NOVA JERUSALEM Nº 1449 - VILA AMÉRICA;(67) 9855-8992;(67) 3255-4290;alternativa_contabilidade@hotmail.com;;;"12.071594.85.0001-7";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Espanhol;0
SUCESSO LOCADORA DE VEÍCULOS LTDA - EPP;SUCESSO RENT A CAR;"41.064.254/0001-50";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;51.210.001;PE;Recife;Imbiribeira;AV. MAL . MASCARENHAS DE MORAES , N° 6347;(81) 3461-6060;;juliana.silva@gruposucessoempresarial.com.br;luciana.santos@gruposucessoempresarial.com.br;;"16.055787.85.0001-1";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Inglês;0
LOPES  NOGUEIRA  E  ARCANJO  LTDA - ME;MENEGUEL  TURISMO;"23.391.513/0001-76";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;39.480.000;MG;Januária;Januária;RUA MESTRA MARIA DAS DORES, Nº 92;(38) 3613-1721;;c.gomesmota@yahoo.com.br;;;"11.074375.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
ALTIS LOCADORA DE VEÍCULOS - EIRELI;ALTIS ALUGUEL DE VEÍCULOS;"16.656.575/0001-05";Empresa Individual (EIRELI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;70.702.905;DF;Brasília;Asa Norte;ST SHN QUADRA 02 BLOCO H LOJA 159 TÉRREO METROPOLITANA FLAT HOTEL;(61) 3034-3113;;elmara@altisturismo.com.br;;;"07.076518.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Inglês;0
ZEM MON LOCADORA DE VEÍCULOS LTDA;ZENCAR LOCADORA DE VEÍCULOS;"03.241.329/0001-32";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;25.850.000;RJ;Paraíba do Sul;Paraíba do Sul;RUA SILVA JARDIM,431;(24) 2263-2671;(24) 2263-2671;zemlocadora@gmail.com;;;"19.077631.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";;0
AMERICA RENT CAR LTDA - ME;AMERICA RENT CAR;"18.368.822/0001-95";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;37.200.000;MG;Lavras;Lavras;FAZ. CAMPO LINDO, S/N;(35) 9952-9757;;adrianoclaudio850@hotmail.com;;;"11.065788.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
TRANSPORTES BATISTA & ANDREETTA LTDA - ME;BATISTA TRANSPORTES E SERVIÇOS;"18.281.511/0001-94";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;85.302.070;PR;Laranjeiras do Sul;Água Verde;RUA BARÃO DO RIO BRANCO, 32 CONDOMÍNIO SANTIAGO I                                                   ;(42) 3635-5917;;batistaatransportes@gmail.com;;;"18.076402.85.0001-3";"4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
CELEN MARIA VADALA MACENO ME;RENCAR;"82.868.712/0001-91";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;88.047.400;SC;Florianópolis;Carianos;AV. DIOMICIO FREITAS, 3137;(48) 3236-1319;(48) 3236-1901;contato@rencar.com.br;;www.rencar.com;"24.079906.85.0001-7";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Espanhol ,Italiano ,Inglês;0
PERSONAL LOCADORA E AUTO CENTER LTDA - EPP;SOFT CAR;"08.710.689/0001-50";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;78.050.000;MT;Cuiabá;Bosque da Saúde;AV. HIST. RUBENS DE MENDONÇA, 3300, ESTAC. C;(65) 3641-0466;;kellymouracba@hotmail.com;;;"13.072166.85.0001-7";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
J. FERREIRA DO CARMO & FERREIRA DA CRUZ LTDA - ME;GLOBO TRANSPORTES;"11.651.175/0001-85";Sociedade Empresária;"01/01/2006";Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;78.714.168;MT;Rondonópolis;JARDIM KENIA;AV. VENANCIO FERREIRA DE FARIAS, 233;(66) 9954-0171;;rosana_fb@hotmail.com;;;"13.078084.85.0001-7";"7719-5/99-TRAILERS SEM CONDUTOR; LOCAÇÃO DE, ALUGUEL DE (Secundário)";;0
PAULINA IZABEL CORDEIRO DE LIMA SILVA-ME;PLANETCAR LOCADORA DE VEICULOS;"17.651.770/0001-05";Empresa Individual (EIRELI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;58.100.000;PB;Campina Grande;Centro;VIGARIO CALIXTO 25C CATOLE;(83) 3065-7777;;locaplanetcar@gmail.com;;;"15.073484.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
CARRY SERVIÇOS LTDA ME;CARRY SERVIÇOS;"09.602.675/0001-85";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;28.010.250;RJ;Campos dos Goytacazes;Centro;RUA JOAO PESSOA, 25;(22) 3055-1813;(22) 2722-4601;edrsolucoes@edrsolucoes.com.br;;;"19.071143.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
EXPRESSO MONDEGO LOCADORA DE VEICULOS LTDA;EXPRESSO MONDEGO;"09.912.086/0001-01";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;36.015.230;MG;Juiz de Fora;Jardim Glória;RUA DA LAGUNA;(32) 99923-9928;;ahmonteiro@yahoo.com.br;;;"11.080093.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário)";Nenhuma das Opções;0
LCM LOPES LOCAÇÃO DE VEICULOS-ME;FORTE CAR;"13.368.841/0001-06";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;28.909.580;RJ;Cabo Frio;São Cristóvão;AV AMERICA CENTRAL, 845;(22) 2644-2250;;loccarrentacar@ig.co.br;;;"19.077622.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Espanhol;0
CROSS LOCADORA LTDA;CROSS LOCADORA;"12.572.080/0001-39";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;74.043.010;GO;Goiânia;Setor Central;AVENIDA ANHANGUERA 5674 SALA 1309;(62) 3203-4389;;leonidas@crosslocadora.com.br;valteir@crosslocadora.com.br;www.crosslocadora.com.br;"09.045741.85.0001-3";"7739-0/99-EQUIPAMENTOS DE SOM; ALUGUEL DE, LOCAÇÃO DE (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Espanhol ,Inglês;0
J. GONÇALVEZ - TRANSPORTES - ME;JR TRANSPORTES;"23.348.909/0001-30";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;79.290.000;MS;Bonito;Bonito;RUA CLOVIS CINTRA, 1243 - VILA DONÁRIA;(67) 9944-0036;(67) 3255-4051;alternativa_contabilidade@hotmail.com;;;"12.073934.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Espanhol;0
BRUNO FERNANDO LOCAÇÕES E TURISMO - EIRELI;BF TOUR;"17.829.130/0001-34";Empresa Individual (EIRELI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;49.900.000;SE;Propriá;Propriá;AV. JOÃO BARBOSA PORTO, 2006;(79) 9973-5284;;bf_tour@yahoo.com.br;;;"25.060776.85.0001-8";"4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Espanhol;0
LOGIMAC SERVIÇOS LDA;LOGIMAC SERVIÇOS;"06.078.204/0001-21";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;27.953.520;RJ;Macaé;Parque Aeroporto;RUA VEREADOR RUBENS SANTOS, Nº 55;(22) 3084-6465;;logimac-ltda@hotmail.com;;www.wannadisney.com.br;"19.077413.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
EMILIN WAZ ORTEGA - ME;NILSON TRANSPORTES;"24.119.287/0001-31";Empresário Individual (Não MEI);"11/01/1995";Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;79.290.000;MS;Bonito;Bonito;R C, 06;(67) 3255-4051;(67) 3029-2615;emiliawaz@yahoo.com.br;;www.terraemarturismo.com.br;"12.076880.85.0001-0";"7711-0/00-LOCADORA DE CARROS (Secundário)";Espanhol ,Inglês;0
LEAL MARTINS TRANSPORTE E LOCAÇÃO DE VEICULOS LTDA - ME;LEAL TRANSPORTES;"15.696.078/0001-60";Empresa Individual (EIRELI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;4.542.051;SP;São Paulo;Itaim Bibi;R URUSSUI, N°: 221 ;(11) 3729-9418;;lealmartinslocadora@hotmail.com;;;"26.071258.85.0001-2";"5099-8/01-TRANSPORTE AQUAVIÁRIO TURÍSTICO; SERVIÇOS DE (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
F.A. TLAES EIRELI - EPP;MARCIA SALLES ACESSORIOS;"09.605.014/0001-03";Empresário Individual (Não MEI);;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;79.302.030;MS;Corumbá;Centro;RUA TREZE DE JUNHO Nº 857;(67) 3232-9171;(67) 8423-6623;fausto.tlaes@thrifty.com.br;tlaes.fausto@gmail.com;;"12.045802.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
ALLIANCE LOCADORA E TRANSPORTADORA TURISTICA 2008 LTDA-ME;ALLIANCE LOCADORA E TRANSPORTADORA;"10.175.415/0001-50";Sociedade Empresária;"16/07/2008";Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;20.551.190;RJ;Rio de Janeiro;Vila Isabel;RUA SILVA PINTO Nº49 SALA 801;(21) 2577-2161;;orcamento@alliancelocadora.com.br;ascconsultoria@hotmail.com;;"19.035974.85.0001-2";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
TRESCINCO AUTO LOCADORA LTDA;TRESCINCO AUTO LOCADORA LTDA;"14.915.300/0001-05";Sociedade Empresária;"28/09/1996";Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;78.060.600;MT;Cuiabá;Jardim das Américas;AV FERNANDO CORREA DA COSTA, 1263 E;(65) 3615-3108;(65) 8119-2190;rafaelramires@trescinco.com.br;;;"13.072420.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";;0
GIOVANI STORCK HAACK & CIA LTDA - ME;AUTO LOCADORA HAACK;"00.956.947/0001-70";Sociedade Empresária;"10/12/1995";Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;96.790.000;RS;Barra do Ribeiro;Barra do Ribeiro;ESTRADA BR 116 KM 335;(51) 3469-0305;;giovani_sh@terra.com.br;;;"23.020516.85.0001-0";"4929-9/01-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
AGATHA TRANSPORTES LTDA;AGATHA TRANSPORTES;"20.607.698/0001-15";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;30.672.760;MG;Belo Horizonte;Cruz de Malta (Vale do Jatobá);RUA INIREU GARCIA DE OLIVEIRA, 191;(31) 3387-6330;(34) 3316-6828;agathatransportes@gmail.com.br;juliana@eventhoturismo.com.br;www.eventhoturismo.com.br;"11.078007.85.0001-4";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
LOKAR RIO LOCADORA, TRANSPORTE E TURISMO LTDA-ME;LOKAR RIO LOCADORA, TRANSPORTE E TURISMO;"21.467.743/0001-46";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;22.021.040;RJ;Rio de Janeiro;Copacabana;RUA REPUBLICA DO PERU, 362 APT 102;(21) 2201-8505;;leokorten@gmail.com;;;"19.068662.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Espanhol ,Italiano ,Francês;0
CUNHA, QUEIROZ & GAROFALO LTDA - EPP;UNIDAS RENT A CAR;"00.791.866/0001-68";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;78.110.900;MT;Várzea Grande;Centro;AV. GOVERNADOR JOÃO PONCE DE ARRUDA, 920, CENTRO;(65) 3682-4052;;frota@confiancaturismo.com.br;;;"13.049844.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Inglês;0
